_id,name_cn,name_en,type,show_time,score,avatar
1301277,灭狐行动,,"动作,剧情",,暂无评分,https://p0.meituan.net/moviemachine/860328e8268d8c86addbeaca1dd16cd1992444.png@1l_1e_1c_128w_180h
1242431,最好的我们,My Best Summer,"爱情,青春",2019-06-06中国大陆上映,8.7,https://p0.meituan.net/movie/b6e77d67efdc6ac89a52b956ead366ae5785152.jpg@1l_1e_1c_128w_180h
249033,明日战记,明日戰記,"动作,科幻,冒险",2019中国香港上映,暂无评分,https://p1.meituan.net/movie/8eb19cb85aa1557624612653e85af841267800.jpg@1l_1e_1c_128w_180h
1336673,陈奕迅线上慈善演唱会,Live is so much better with Music Eason Chan Charity Concert,"音乐,真人秀",2020-07-11中国香港上映,暂无评分,https://p0.meituan.net/movie/20d33103b6fcb081a653c18ce678043052216.jpg@1l_1e_1c_128w_180h
1250662,大约在冬季,Somewhere Winter,"剧情,爱情",2019-11-15中国大陆上映,8.4,https://p0.meituan.net/movie/06aafa51a56e6e1888095373a1d00c3d1123868.jpg@1l_1e_1c_128w_180h
1261678,光天化日,,"动作,爱情,犯罪",2019中国大陆上映,暂无评分,https://p0.meituan.net/movie/5be3b1250d775f8ae155c91613496e49115034.jpg@1l_1e_1c_128w_180h
1132397,寒战3,han zhan 3,"剧情,动作,犯罪",2019中国香港上映,暂无评分,https://p1.meituan.net/movie/dcebc0f33d92e1d4e967d8a24a56b95a55977.jpg@1l_1e_1c_128w_180h
1198178,动物世界,Animal World,"动作,悬疑,冒险",2018-06-29中国大陆上映,8.5,https://p1.meituan.net/movie/c70b5206c096ca2c309383250162ed69393584.jpg@1l_1e_1c_128w_180h
343720,后来的我们,Us and Them,"剧情,爱情",2018-04-28中国大陆上映,8.3,https://p0.meituan.net/movie/9570b9680d1b72ff308ab2427b72db1c404682.jpg@1l_1e_1c_128w_180h
78405,速度与激情7,Furious 7,"动作,惊悚,犯罪",2015-04-12中国大陆上映,9.6,https://p1.meituan.net/movie/b22bc4b0cf71916e6c2f4c335c3a66a0300236.jpg@1l_1e_1c_128w_180h
247186,封神传奇,League of Gods,"动作,奇幻,古装",2016-07-29中国大陆上映,6.2,https://p0.meituan.net/movie/274ae599e5e8c050c19d36c98e41c9bd505160.jpg@1l_1e_1c_128w_180h
1277457,麦路人,麥路人,剧情,2019-10-29日本上映,7.2,https://p0.meituan.net/movie/da5893324abb0ea82d87f6f386eddae582129.jpg@1l_1e_1c_128w_180h
15645,哈利·波特与混血王子,Harry Potter and the Half-Blood Prince,"奇幻,冒险",2009-07-15中国大陆上映,8.6,https://p0.meituan.net/movie/d97d0139908c6af48c8d0332ed6686f3382867.jpg@1l_1e_1c_128w_180h
1215408,哈利·波特：一段魔法史,Harry Potter: A History of Magic,纪录片,2017-12-25英国上映,7.5,https://p0.meituan.net/movie/ac2e6f54581c5cc1ec8ed0d291c359a8323662.jpg@1l_1e_1c_128w_180h
410629,阿丽塔：战斗天使,Alita: Battle Angel,"动作,冒险,科幻",2019-02-22中国大陆上映,9.0,https://p0.meituan.net/movie/fc4dd6cd0c6f7db566a128cc05c475355664427.jpg@1l_1e_1c_128w_180h
345011,建军大业,The Founding of an Army,"剧情,历史",2017-07-27中国大陆上映,9.1,https://p0.meituan.net/movie/e2807e23064278d4a279a7ac6b87dea5382527.jpg@1l_1e_1c_128w_180h
1300746,蜡笔小新：激战！涂鸦王国和约四位勇士,映画クレヨンしんちゃん 激突！ラクガキングダムとほぼ四人の勇者,动画,2020-04-24日本上映,暂无评分,https://p0.meituan.net/movie/e8b0add0f8ecd3e17eab32708d9cfe50185181.jpg@1l_1e_1c_128w_180h
346272,捉妖记2,Monster Hunt 2,"喜剧,奇幻",2018-02-16中国大陆上映,8.2,https://p0.meituan.net/movie/988f1c9c0855f93da6cbd2b4aaac3475368872.jpg@1l_1e_1c_128w_180h
1211482,熊出没·变形记,BOONIE BEARS : THE BIG SHRINK,"喜剧,动画,冒险",2018-02-16中国大陆上映,9.1,https://p0.meituan.net/movie/8a99acbac01d5fa5120a1ad9cf9643e0231700.jpg@1l_1e_1c_128w_180h
1242186,前哨,The Outpost,"剧情,历史,战争",2020-07-03美国上映,6.8,https://p1.meituan.net/movie/e638172bc2ce668ad6fb45db8fe61d11132428.jpg@1l_1e_1c_128w_180h
248645,变形金刚5：最后的骑士,Transformers: The Last Knight,"动作,冒险,科幻",2017-06-23中国大陆上映,7.5,https://p1.meituan.net/movie/56a4462630e3b730e1566de430ff4939385052.jpg@1l_1e_1c_128w_180h
78460,环太平洋：雷霆再起,Pacific Rim: Uprising,"动作,冒险,科幻",2018-03-23中国大陆上映,8.1,https://p1.meituan.net/movie/34f670e7776c2995ef58fea0eed8a36c340966.jpg@1l_1e_1c_128w_180h
1228869,半个喜剧,Almost a Comedy,"爱情,喜剧",2019-12-20中国大陆上映,9.0,https://p0.meituan.net/movie/9064b787a533d85fa2d2f8ad486351861051512.jpg@1l_1e_1c_128w_180h
1203,霸王别姬,Farewell My Concubine,"剧情,爱情",1993-07-26中国大陆上映,9.5,https://p0.meituan.net/movie/ce4da3e03e655b5b88ed31b5cd7896cf62472.jpg@1l_1e_1c_128w_180h
78410,冰雪奇缘,Frozen,"喜剧,动画,歌舞,奇幻",2014-02-05中国大陆上映,9.5,https://p1.meituan.net/movie/fedbc276e6d499a0058bcd2debf8bb5f306092.jpg@1l_1e_1c_128w_180h
47457,黑寡妇,Black Widow,"悬疑,惊悚,犯罪",2008-02-21中国大陆上映,4.7,https://p1.meituan.net/movie/c5327ada3d17c40a2abd7ddbc16e277383558.jpg@1l_1e_1c_128w_180h
628962,唐人街档案,Chinatown Files,,2001美国上映,暂无评分,https://p0.meituan.net/mmdb/90f57b698753cc81ade6a38ed31a329b25622.jpg@1l_1e_1c_128w_180h
1170255,乘风破浪,Duckweed,"剧情,喜剧,冒险",2017-01-28中国大陆上映,8.7,https://p0.meituan.net/movie/9654e93e59cd1cec269d9078d9cf4b99289750.jpg@1l_1e_1c_128w_180h
1240025,紫罗兰永恒花园,ヴァイオレット・エヴァーガーデン Extra Episode,"动画,短片",2018-07-04日本上映,8.7,https://p0.meituan.net/movie/bf9e9ec82dddddce7328321b940b397079910.jpg@1l_1e_1c_128w_180h
1234,卢旺达饭店,Hotel Rwanda,"剧情,历史,战争",2019-10-17爱奇艺独播,8.7,https://p0.meituan.net/movie/dac292436e45280991fda7cc3dcb3a12106622.jpg@1l_1e_1c_128w_180h
333669,儿童警察 电影版,コドモ警察,"喜剧,动作",2013-03-20日本上映,5.8,https://p1.meituan.net/movie/87723c687dae77f1854a61662396d35977521.jpg@1l_1e_1c_128w_180h
1288268,璀璨薪火3D,Bright Torch,纪录片,2020-07-20中国大陆上映,暂无评分,https://p0.meituan.net/moviemachine/1b6ca45db703c6df1c1ad8412ad0639a633073.jpg@1l_1e_1c_128w_180h
528375,魁拔V,,"动作,动画,奇幻,冒险",,暂无评分,https://p1.meituan.net/mmdb/0fa51bf797d7f995afa54c07b1cdf64a21588.jpg@1l_1e_1c_128w_180h
78429,复仇者联盟2：奥创纪元,Avengers: Age of Ultron,"动作,科幻,奇幻,冒险",2015-05-12中国大陆上映,8.6,https://p1.meituan.net/movie/d1243f414fa7f8dfc2af7b902bd6872e364781.jpg@1l_1e_1c_128w_180h
1336846,周杰伦嘉年华世界巡回演唱会,,音乐,2019-10-17中国大陆上映,暂无评分,https://p0.meituan.net/movie/d10ee879d5a8f1d7d607bf40f3807c92142851.jpg@1l_1e_1c_128w_180h
332023,冰海陷落,Hunter Killer,"动作,战争",2018-10-19英国上映,暂无评分,https://p0.meituan.net/movie/52c09e4201e6d44e55fff1fa892fbc81308811.jpg@1l_1e_1c_128w_180h
1219669,猛禽小队和哈莉·奎茵,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,"动作,犯罪,冒险",2020-02-07美国上映,6.9,https://p0.meituan.net/moviemachine/19520438c1f93bd9b26fa81d6fae7b52369928.jpg@1l_1e_1c_128w_180h
1208282,无名之辈,A Cool Fish,"剧情,喜剧,犯罪",2018-11-16中国大陆上映,9.0,https://p0.meituan.net/movie/db233a95c927420707ec0ed47d29f21d321171.jpg@1l_1e_1c_128w_180h
338391,湄公河行动,Operation Mekong,"剧情,动作,犯罪",2016-09-30中国大陆上映,9.3,https://p0.meituan.net/movie/4a518e347a82d47d7f9a96b3c6c44500344506.jpg@1l_1e_1c_128w_180h
344682,大护法,Da Hu Fa,"动画,冒险,奇幻",2017-07-13中国大陆上映,8.3,https://p0.meituan.net/movie/bafdc10ffdaf2976ee6d06a3f3f60401411050.jpg@1l_1e_1c_128w_180h
52550,名侦探柯南 十年后的陌生人,名探偵コナン 10年後の異邦人,动画,2009-06-17日本上映,7.3,https://p0.meituan.net/movie/ca0fdca3c7128f60df127819b170ab3146615.jpg@1l_1e_1c_128w_180h
1251281,被光抓走的人,Gone With The Light,"剧情,爱情",2019-12-13中国大陆上映,7.7,https://p0.meituan.net/movie/6e76513774a294aafeea8d5fa661f5902937606.jpg@1l_1e_1c_128w_180h
718,天堂电影院,Nuovo Cinema Paradiso,"剧情,爱情",1988-09-29意大利上映,9.2,https://p0.meituan.net/movie/76fc92cfa6c8f2959431b8aa604ef7ae126414.jpg@1l_1e_1c_128w_180h
247875,金刚狼3：殊死一战,Logan,"动作,冒险,科幻",2017-03-03中国大陆上映,8.6,https://p1.meituan.net/movie/647f496cc77edb5cecb7ccb78840743b140554.jpg@1l_1e_1c_128w_180h
1207687,普罗米亚,PROMARE,"剧情,动作,科幻,动画",2019-05-15日本上映,8.0,https://p0.meituan.net/movie/12c7550820a5cd8d125e7902e9b7a702241779.jpg@1l_1e_1c_128w_180h
1208342,江湖儿女,Ash Is Purest White,"爱情,犯罪",2018-09-21中国大陆上映,7.6,https://p0.meituan.net/movie/7c6d552c8e92e9782954fb19be4fb4ca328353.jpg@1l_1e_1c_128w_180h
1226056,春江花月夜,,"动画,短片",2015中国大陆上映,暂无评分,https://p0.meituan.net/movie/217f11c4a6c01b068a4b1317ce11194b50696.jpg@1l_1e_1c_128w_180h
1320225,星耀征途：中国女排里约夺冠记,,纪录片,2018-05-29中国大陆上映,暂无评分,https://p0.meituan.net/movie/a02699ea06e6470c011763524d46a4ca253669.jpg@1l_1e_1c_128w_180h
476263,天上再见,Au revoir là-haut,"战争,犯罪,剧情,喜剧",2019-04-30中国大陆上映,9.0,https://p0.meituan.net/movie/86aba43e286ed044a544a75748d08aca3798593.jpg@1l_1e_1c_128w_180h
218580,鬼片王之再现凶榜,鬼片王之凶榜2,恐怖,1999-11-18多平台上线,5.7,https://p1.meituan.net/movie/4564d6cd3fa7efb3ba2e164f6d03bda4101792.jpg@1l_1e_1c_128w_180h
1297,肖申克的救赎,The Shawshank Redemption,"剧情,犯罪",1994-09-23多平台上线,9.5,https://p0.meituan.net/movie/283292171619cdfd5b240c8fd093f1eb255670.jpg@1l_1e_1c_128w_180h
1217236,悲伤逆流成河,Cry Me A Sad River,"剧情,爱情,家庭",2018-09-21中国大陆上映,9.0,https://p1.meituan.net/movie/e27ff51791134dc9cfd72417af9049af197718.jpg@1l_1e_1c_128w_180h
345163,岁月忽已暮,Passage of My Youth,"剧情,爱情",2019中国大陆上映,暂无评分,https://p1.meituan.net/moviemachine/98061f482095a663540acc34791fc2037431302.jpg@1l_1e_1c_128w_180h
580298,新喜剧之王,The New King of Comedy,"剧情,喜剧",2019-02-05中国大陆上映,8.0,https://p0.meituan.net/movie/ec30a55b1b20e7b8621bfb7682b530f9568248.jpg@1l_1e_1c_128w_180h
1198214,羞羞的铁拳,Never Say Die,"喜剧,奇幻",2017-09-30中国大陆上映,9.1,https://p0.meituan.net/movie/b0b5c8d0cb56c202fbeee3078bf78427506301.jpg@1l_1e_1c_128w_180h
1218091,飞驰人生,Pegasus,"喜剧,动作",2019-02-05中国大陆上映,8.8,https://p0.meituan.net/movie/894fb3b5d73f48148a79b7d8ad234f5010214941.jpg@1l_1e_1c_128w_180h
1336795,勇敢的你,,剧情,,暂无评分,https://p0.meituan.net/movie/f39f6f7b534742dad2e82abced1411e71683927.jpg@1l_1e_1c_128w_180h
249342,海王,Aquaman,"动作,冒险,奇幻",2018-12-07中国大陆上映,9.3,https://p0.meituan.net/movie/c106904da68edd848afd4a320976d051346321.jpg@1l_1e_1c_128w_180h
443387,星球大战：天行者崛起,Star Wars: Episode IX,"动作,科幻,冒险",2019-12-20中国大陆上映,7.9,https://p0.meituan.net/moviemachine/a16716ff2873be37857add59f882e44d5071965.jpg@1l_1e_1c_128w_180h
498327,惊悚,Thriller,短片,2017-06-03韩国上映,暂无评分,https://p0.meituan.net/movie/60ea7c7545c63c4d6e89e592a4d242ff228753.jpg@1l_1e_1c_128w_180h
158,大话西游之大圣娶亲,A Chinese Odyssey Part Two - Cinderella,"喜剧,爱情,奇幻,古装",2014-10-24中国大陆上映,8.8,https://p1.meituan.net/moviemachine/508056769092059fe43a611b949f27d14863831.jpg@1l_1e_1c_128w_180h
246363,末日崩塌,San Andreas,"动作,冒险,灾难",2015-06-02中国大陆上映,9.1,https://p1.meituan.net/movie/b00e92a91d064e18a82b6eecf3c20655331172.jpg@1l_1e_1c_128w_180h
341284,误杀瞒天记,Drishyam,"剧情,悬疑,犯罪",2015-07-31印度上映,7.2,https://p0.meituan.net/movie/9973a5ab74e40c34589f4ba9ca7ba930222170.jpg@1l_1e_1c_128w_180h
346134,钢铁侠4,Iron Man 4,"剧情,动作,科幻",,暂无评分,https://p1.meituan.net/mmdb/36513a9464808a944dc8e49a6c5104e717065.jpg@1l_1e_1c_128w_180h
1203084,一出好戏,The Island,"剧情,喜剧",2018-08-10中国大陆上映,8.2,https://p0.meituan.net/movie/72d6a4b70e516629d3047466b57c9acd499923.jpg@1l_1e_1c_128w_180h
5075,哈利·波特与密室,Harry Potter and the Chamber of Secrets,"奇幻,冒险",2003-01-24中国大陆上映,8.7,https://p0.meituan.net/movie/71ebbe73a3947365844ae629b3e27c27251490.jpg@1l_1e_1c_128w_180h
78043,钢铁侠3,Iron Man 3,"动作,科幻",2013-05-01中国大陆上映,9.0,https://p1.meituan.net/movie/4c69bc105eb1b16344361a4f47a466b5266090.jpg@1l_1e_1c_128w_180h
246260,熊出没之雪岭熊风,Boonie Bears: Mystical Winter,"动画,喜剧,冒险",2015-01-30中国大陆上映,9.2,https://p1.meituan.net/movie/2ed2c30dc43ea8e15aa0005d42cddf8f275688.jpg@1l_1e_1c_128w_180h
248616,爵迹,Legend of Ravaging Dynasties,"奇幻,动作,冒险",2016-09-30中国大陆上映,7.8,https://p1.meituan.net/movie/1c9aa3810331787255b48217954b140c330868.jpg@1l_1e_1c_128w_180h
346629,大侦探皮卡丘,POKÉMON Detective Pikachu,"冒险,奇幻,喜剧",2019-05-10中国大陆上映,8.6,https://p0.meituan.net/movie/f29c0f9ff0340d00085f4bc1a395ecf02603950.jpg@1l_1e_1c_128w_180h
789,建国大业,The Founding of A Republic,"剧情,历史",2009-09-16中国大陆上映,7.7,https://p1.meituan.net/movie/be857a701e956a39451f9fa52d057ec5293736.jpg@1l_1e_1c_128w_180h
341229,命运之夜——天之杯：恶兆之花,Fate/stay night [Heaven’s Feel]i.presage flower,"剧情,动画,悬疑",2019-01-11中国大陆上映,8.4,https://p0.meituan.net/movie/62fb5d1fbfba986fffe4f0f5a6b8181890968.jpg@1l_1e_1c_128w_180h
343270,小花仙大电影：奇迹少女,,"动画,奇幻,歌舞",,暂无评分,https://p0.meituan.net/movie/57045435d84a44c3e5c391979f7c653f9557423.jpg@1l_1e_1c_128w_180h
359377,罗小黑战记,The Legend of Hei,"动画,动作,奇幻",2019-09-07中国大陆上映,9.3,https://p0.meituan.net/movie/2918a5e403dde6e4254941968d7719ce3942369.jpg@1l_1e_1c_128w_180h
881837,起跑线,Hindi Medium,"剧情,喜剧",2018-04-04中国大陆上映,9.0,https://p0.meituan.net/movie/69e0c31400b7bb9e1e97c147811cc520392610.jpg@1l_1e_1c_128w_180h
1214142,变身特工,Spies in Disguise,"喜剧,动作,科幻,动画,冒险",2020-01-03中国大陆上映,9.2,https://p1.meituan.net/moviemachine/979531e95cace9abb4c6b74c6a0fdd486176654.jpg@1l_1e_1c_128w_180h
1292,海上钢琴师,La leggenda del pianista sull'oceano,"剧情,爱情,音乐",2019-11-15中国大陆上映,9.3,https://p0.meituan.net/movie/609e45bd40346eb8b927381be8fb27a61760914.jpg@1l_1e_1c_128w_180h
346096,阿修罗,Asura,"动作,爱情,奇幻",2018-07-13中国大陆上映,6.4,https://p0.meituan.net/movie/ff59c7c1952995d8c226e2f43085c7a0293544.jpg@1l_1e_1c_128w_180h
1205293,大叔花样游泳队,Swimming with Men,"剧情,喜剧,运动",2018-07-01英国上映,6.5,https://p0.meituan.net/movie/6dd01ec84a054a0599d7a035fe9aa6a8160600.jpg@1l_1e_1c_128w_180h
46818,怦然心动,Flipped,"剧情,喜剧,爱情",2010-09-10多平台上线,8.9,https://p0.meituan.net/movie/15f1ac49b6d1ff7b71207672993ed6901536456.jpg@1l_1e_1c_128w_180h
1226057,寄生虫,기생충,"剧情,科幻",2019-05-30韩国上映,暂无评分,https://p0.meituan.net/moviemachine/df8671393ad97820db1c353acdfa7dc3832560.png@1l_1e_1c_128w_180h
248566,邪不压正,Hidden Man,"剧情,喜剧,动作",2018-07-13中国大陆上映,7.4,https://p0.meituan.net/movie/03f4d5e2e3a8a6015f1527c644036cc9222169.jpg@1l_1e_1c_128w_180h
257390,天师斗僵尸,天師鬥殭屍,"喜剧,恐怖",2014-10-16中国香港上映,5.7,https://p1.meituan.net/movie/cd69fbce33115769571c96846456a897246046.jpg@1l_1e_1c_128w_180h
341628,侏罗纪世界2,Jurassic World：Fallen Kingdom,"动作,冒险,科幻",2018-06-15中国大陆上映,8.6,https://p1.meituan.net/movie/53f4d6f5641335706b256574c0517b1793261.jpg@1l_1e_1c_128w_180h
346103,拆弹·专家,Shock Wave,"动作,悬疑,犯罪",2017-04-28中国大陆上映,9.0,https://p0.meituan.net/movie/eaee349633b45cebf46785d6662a5e7b347918.jpg@1l_1e_1c_128w_180h
1321338,法医追凶,Forensic,"悬疑,惊悚,犯罪",2020-02-28印度上映,6.9,https://p0.meituan.net/movie/c226af3391441cb766710d9b1c391a22103608.jpg@1l_1e_1c_128w_180h
1329694,三十不惑,,"爱情,剧情",,暂无评分,https://p0.meituan.net/moviemachine/1ac4e6a4ea5f85c3ec4f527e3e08266f5495296.jpg@1l_1e_1c_128w_180h
1225632,名侦探柯南：零的执行人,名探偵コナン ゼロの執行人,"动画,动作,悬疑",2018-11-09中国大陆上映,8.4,https://p0.meituan.net/movie/822eda4e352cca0c444dce17c7034a4d369370.jpg@1l_1e_1c_128w_180h
1243702,同人哆啦A梦：大雄的喜马拉雅行进记,,动画,2018-05-24中国大陆上映,暂无评分,https://p1.meituan.net/movie/8cd89b637210edd1819b502c0721aaf9120298.jpg@1l_1e_1c_128w_180h
78379,变形金刚4：绝迹重生,Transformers: Age of Extinction,"动作,科幻",2014-06-27中国大陆上映,9.2,https://p0.meituan.net/movie/eacaf3eb7011d8063c92e8a48250c6e03184533.jpg@1l_1e_1c_128w_180h
334620,蜘蛛侠：英雄归来,Spider-Man: Homecoming,"动作,冒险,科幻",2017-09-08中国大陆上映,8.2,https://p0.meituan.net/movie/433d5142b6c4c8d2391754464980a23b180505.jpg@1l_1e_1c_128w_180h
1286441,花木兰,,"动作,传记,历史,战争,古装",2020-04-17中国大陆上映,5.7,https://p0.meituan.net/movie/d0debdde6d5a619fd75b8b150fa3d4fd282336.jpg@1l_1e_1c_128w_180h
853258,寻梦历险记,Dia de Muertos,"动画,家庭,奇幻",2019-03-08墨西哥上映,4.9,https://p0.meituan.net/movie/38655abb26027bb48b1eb2efca82a3a2167055.jpg@1l_1e_1c_128w_180h
312974,最伟大的美国恐怖片,The Great American Snuff Film,"恐怖,犯罪",2004-10美国上映,3.6,https://p1.meituan.net/movie/154ea5c7810f43c36a1a4da255f2c71098388.jpg@1l_1e_1c_128w_180h
1228793,京剧猫：霸王折,Jing-Ju Cats：Tales of Heroes,"动画,冒险",2019中国大陆上映,暂无评分,https://p0.meituan.net/movie/8f2f75926eb736dcafe27261ce8cff79128277.jpg@1l_1e_1c_128w_180h
349566,平凡世界,,,2015中国大陆上映,暂无评分,https://p0.meituan.net/movie/12edb5831a57cd52cfe879e10eca56d4119899.jpg@1l_1e_1c_128w_180h
341139,惊奇队长,Captain Marvel,"动作,冒险,科幻",2019-03-08中国大陆上映,8.7,https://p0.meituan.net/movie/034069fc367db8a7d9644717b416cc2c332883.jpg@1l_1e_1c_128w_180h
246267,长城,The Great Wall,"剧情,冒险,奇幻",2016-12-16中国大陆上映,8.4,https://p0.meituan.net/movie/9aa9aa1adde18a6bbdbb1a26e20b10882436337.jpg@1l_1e_1c_128w_180h
1228776,下一任：前任,Always Miss You,爱情,2019-05-01中国大陆上映,5.0,https://p0.meituan.net/moviemachine/409aca94fa1695a6bdb5206735189c11495127.jpg@1l_1e_1c_128w_180h
1170264,芳华,Youth,"剧情,爱情,战争",2017-12-15中国大陆上映,9.0,https://p0.meituan.net/movie/9e4ace8e8aa4499b4d75bb894c4ece39241238.jpg@1l_1e_1c_128w_180h
1264676,唐人街：三间庇护所,Chinatown: The Three Shelters,"剧情,动作,冒险",2018-09-28希腊上映,暂无评分,https://p0.meituan.net/movie/f956b977afd5f7a39c84f84c65b73a8243955.jpg@1l_1e_1c_128w_180h
